id,name,city,address,phone,available_groups,google_maps_url,website,created_at,updated_at
22,Vijaya Hospital Blood Bank,Chennai,"Vadapalani, Chennai - 600026",04424881392,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Vijaya+Hospital+Blood+Bank+Vadapalani+Chennai,https://vijayahospital.org/our-services/blood-bank/,,
23,Jamuna Blood Centre,Chennai,"Kolathur, Chennai - 600099",07338838539,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Jamuna+Blood+Centre+Kolathur+Chennai,https://sites.google.com/view/jamunabloodcentre,,
24,VHS Multispeciality Hospital Blood Bank,Chennai,"Tharamani, Chennai - 600113",09884730000,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=VHS+Multispeciality+Hospital+Tharamani+Chennai,https://vhschennai.org,,
25,Rela Hospital Blood Bank,Chennai,"Chromepet, Chennai - 600044",04466667777,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Rela+Hospital+Chromepet+Chennai,https://www.relainstitute.com,,
26,Cancer Institute Hospital Blood Bank,Chennai,"Adyar, Chennai - 600020",04422209150,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Cancer+Institute+Blood+Bank+Adyar+Chennai,https://cancerinstitutewia.in/blood-bank/,,
27,Ever Hope Foundation,Chennai,"West Tambaram, Chennai - 600045",08680821811,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Ever+Hope+Foundation+West+Tambaram+Chennai,https://everhopefoundation.wixsite.com/everhopefoundation,,
28,Bharat Blood Bank,Chennai,"MRC Nagar, Chennai - 600028",04428414949,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Bharat+Blood+Bank+MRC+Nagar+Chennai,http://www.lionsbloodbank.net,,
29,Jeevan Stem Cell Foundation,Chennai,"Nungambakkam, Chennai - 600034",04428263113,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Jeevan+Stem+Cell+Foundation+Nungambakkam+Chennai,http://www.jeevan.org,,
3,CMC Blood Bank,Vellore,"Ida Scudder Road, Vellore - 632004",0416-2281000,"A+,B+,O+,O-,AB+",https://maps.google.com/?q=CMC+Blood+Bank+Vellore,,,
30,Cross Blood Foundation,Chennai,"Villivakkam, Chennai - 600049",04426505001,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Cross+Blood+Foundation+Villivakkam+Chennai,http://www.crossbloodfoundation.org,,
31,DATRI Blood Stem Cell Donors Registry,Chennai,"Tharamani, Chennai - 600113",07305791999,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=DATRI+Blood+Stem+Cell+Donors+Registry+Tharamani+Chennai,http://datri.org,,
32,BloodOxy - Diagnostic Centre,Chennai,"Porur, Chennai - 600116",08608633407,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=BloodOxy+Porur+Chennai,https://bloodoxy.online,,
33,Madha Medical College and Hospital Blood Bank,Chennai,"Kovur, Chennai - 600128",09578361234,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Madha+Medical+College+Hospital+Kovur+Chennai,https://mmcri.in,,
34,Apollo 24|7 Lab ,Chennai,"New Perungalathur, Chennai - 600063",08048851037,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Apollo+247+Lab+New+Perungalathur+Chennai,https://apollo247.com,,
35,Sugam Hospitals Blood Bank,Chennai,"Chromepet, Chennai - 600044",08585858550,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Sugam+Hospitals+Chromepet+Chennai,https://sugamhospital.com,,
36,Apollo Hospital Greams Lane Blood Bank,Chennai,"Thousand Lights, Chennai - 600006",08069049756,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Apollo+Hospital+Greams+Lane+Chennai,https://apollohospitals.com,,
37,Mother Teresa Charitable Trust,Chennai,"Choolaimedu, Chennai - 600094",04423743883,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Mother+Teresa+Charitable+Trust+Choolaimedu+Chennai,https://motherteresacharities.org,,
38,Apollo Diagnostics,Chennai,"Tambaram, Chennai - 600045",08111028028,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Apollo+Diagnostics+Tambaram+Chennai,https://apollodiagnostics.in,,
39,VS Hospitals Blood Bank,Chennai,"Chetpet, Chennai - 600031",04442001000,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=VS+Hospitals+Chetpet+Chennai,https://vshospitals.com,,
4,IRT Blood Bank,Chennai,"Perungalathur, Chennai - 600063",044-22781234,"A+,B+,O+,AB+,B-",https://maps.google.com/?q=IRT+Blood+Bank+Chennai,,,
40,Government Kilpauk Medical College Blood Bank,Chennai,"Kilpauk, Chennai - 600010",04428364951,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Government+Kilpauk+Medical+College+Chennai,https://kilpaukmedicalcollege.in,,
41,Newmeditech Blood Bank,Chennai,"George Town, Chennai - 600001",09677296252,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Newmeditech+George+Town+Chennai,https://newmeditech.com,,
42,Anderson Diagnostics & Labs (Purasaiwakkam),Chennai,"Purasaiwakkam, Chennai - 600084",04443539444,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Anderson+Diagnostics+Purasaiwakkam+Chennai,https://andersondiagnostics.com,,
43,Anderson Diagnostics & Labs (Nungambakkam),Chennai,"Nungambakkam, Chennai - 600006",04443539444,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Anderson+Diagnostics+Nungambakkam+Chennai,https://andersondiagnostics.com,,
44,Apollo Diagnostics (Ambattur),Chennai,"Ambattur Industrial Estate, Chennai - 600058",09025152069,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Apollo+Diagnostics+Ambattur+Chennai,https://apollodiagnostics.in,,
45,Government Royapettah Hospital Blood Bank,Chennai,"Royapettah, Chennai - 600014",04428483051,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Government+Royapettah+Hospital+Chennai,https://tn.gov.in,,
46,Metropolis Labs - Lister Metropolis,Chennai,"New Perungalathur, Chennai - 600063",09841673250,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Metropolis+Labs+New+Perungalathur+Chennai,https://metropolisindia.com,,
47,Government Medical College Omandurar Blood Bank,Chennai,"Triplicane, Chennai - 600002",04425333319,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Government+Medical+College+Omandurar+Chennai,https://gmcoge.tn.gov.in,,
48,Apollo 24|7 Lab - Ambattur,Chennai,"Ambattur, Chennai - 600053",08048851037,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Apollo+247+Lab+Ambattur+Chennai,https://apollo247.com,,
5,Rotary Blood Bank,Coimbatore,"Avinashi Road, Coimbatore - 641018",0422-2301234,"A+,A-,B+,O+,O-,AB+",https://maps.google.com/?q=Rotary+Blood+Bank+Coimbatore,,,
6,Indian Voluntary Blood Bank,Chennai,"Royapuram, Chennai - 600013",09840105596,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Indian+Voluntary+Blood+Bank+Royapuram+Chennai,https://www.indianvbloodbank.com,,
7,Sanjeevan Voluntary Blood Centre,Chennai,"Tharamani, Chennai - 600042",09940223411,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Sanjeevan+Voluntary+Blood+Centre+Tharamani+Chennai,https://www.sanjeevanvoluntarybloodcentre.com,,
8,Chennai Blood Centre,Chennai,"Anna Nagar, Chennai - 600040",09600775352,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=Chennai+Blood+Centre+Anna+Nagar+Chennai,https://www.chennaibloodcentre.com,,
9,V.H.S Blood Bank,Chennai,"Tharamani, Chennai - 600113",04422542829,"A+,A-,B+,B-,O+,O-,AB+,AB-",https://maps.google.com/?q=VHS+Blood+Bank+Tharamani+Chennai,https://vhschennai.org/rotary-central-ttk-vhs-blood-bank.php,,
bb-1785131345063-60niy,Blood Centre Mmhrc,Madurai,"Lake Area, Melur Road, Madurai",9842130074,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131347379-b44er,Sri Meenakshi Blood Centre Madurai,Madurai,"No.18, First Floor, Vaidhyanatha Iyer Street, Shenoy Nagar, Madurai",9380015151,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131348520-tkq1k,Abirami Blood Centre,Madurai,"46C/2, North East, Ground Floor, Kokkalappi, Theni Main Road, Near VVM Marriage Hall, Virattipattu, Madurai",8838191520,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131348975-xj45d,Vadamalayan Blood Centre,Madurai,"Vadamalayan Hospital, No.9B, PT Rajan Road, Chokkikulam, Madurai",9344156796,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131350222-y92yl,Shanthi Blood Centre Madurai,Madurai,"No.9, First and Second Floor, State Bank Colony, Royal Street, 70 Feet Ellis Nagar Road, Madurai",,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131351237-nloej,Sivan Blood Centre (Lakshmiammal Memorial Trust),Madurai,"278, 1st East Main Road, Arignar Anna Nagar, Madurai",9865199411,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131352356-3z5vx,Preethi Hospitals Private Limited,Madurai,"No.50, Lower Basement Floor, Melur Main Road, Uthangudi, Madurai",9791451961,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131353395-52axs,Madhura Blood Centre,Madurai,"51 A, Harvey Nagar Main Road, Arasaradi, Madurai",9894668215,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131353928-9ar4e,Government Rajaji Hospital,Madurai,"Panagal Rd, Alwarpuram, Madurai",9894810331,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131355055-wk20q,"Government Head Quarters Hospital, Usilampatti",Madurai,"Government Head Quarters Hospital, Usilampatti, Madurai",8300060075,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131356552-pbcrr,Apollo Specialty Hospital Blood Centre Madurai,Madurai,"No.14 Deputy Collectors Colony, Lake View Road, K.K. Nagar, Madurai",9944696707,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131358089-8m7sq,Ms. Madurai Voluntary Blood Bank And Research Centre,Madurai,"42, Ground Floor, Kakkan Street, Shenoy Nagar, Madurai - 625020",7402323111,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131359289-5nc9c,Velammal Blood Centre,Madurai,"Velammal Village, Madurai-Tuticorin Ring Road, Anuppanadi, Madurai",4527113631,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131360774-e1f5o,Thai Moogambigai Blood Centre And Clinical Laboratory,Madurai,"No.3 Ground Floor (Northern Side), Javahar Cross St, Gandhi Nagar, Madurai",,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131367036-fkigq,Meenakshi Mission Hospital And Research Centre,Madurai,"5th Floor, Annex Building, Lake Area, Melur Road, Madurai",9842130074,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131368191-4ccqy,Sheela Hospitals (P) Ltd.,Coimbatore,"No.46 East Power House Road, Coimbatore",9566633449,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131368813-cb51s,"K. Govindasamy Naidu Memorial Trust, KG Hospital",Coimbatore,"No.5, Arts College Road, Coimbatore District",9344921138,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131369736-xtw1y,Ramana Gounder Medical Trust Blood Centre,Coimbatore,"Mettupalayam Road, S.F.No.47 & 48, Thudaiyalur, Coimbatore",9894264248,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131370357-1qo75,Kumaran Medical Center Blood Bank,Coimbatore,"499/500, Sathy Road, Near Saravanampatti, Ganapathy, Coimbatore",9965566630,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131371326-51j8q,Swami Vivekananda Blood Centre,Coimbatore,"94, 1st Floor, Dr. S.G. Rajarathinam Hospital, Vivekananda Road, Ramnagar, Coimbatore",8960886655,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131372075-2m234,Jeevan Blood Centre Coimbatore,Coimbatore,"No.522/3, 523/3, Hindusthan Hospital, 2nd Floor, Navaindia Road, Udaiyampalayam, Coimbatore",,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131372884-8929m,Dana Red Cross Blood Centre,Coimbatore,"SF No.537/1, D.No. 65/4, Mettupalayam Road, Kovundampalayam, Coimbatore",,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131373682-bnkkz,Sri Ramakrishna Hospital Blood Centre,Coimbatore,"Avarampalayam Road, New Siddhapudhur, Coimbatore",9789408740,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131374598-7yop4,VGM Blood Centre,Coimbatore,"5th Floor, South Portion, VGM Hospital Building, No.2100, Trichy Road, Singanallur, Coimbatore",8870404995,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131375489-7uy62,IMA Rotary Masonic Midtown Mahaveer Blood Centre,Coimbatore,"92, Syrian Church Road, 1st Floor, Coimbatore",9042213322,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131376635-yyd5z,Shanthi Social Services Diagnostic Centre,Coimbatore,"F No.128/2 (2249), Trichy Road, Singanallur, Coimbatore Dist.",8903420433,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131377127-wdjvc,Kongunadu Hospitals Blood Bank Pvt. Ltd.,Coimbatore,"No.336, 353, Dr. Rajendra Prasad Road (100 Feet Road), Coimbatore",9944412222,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131378190-hrs3v,Government ESI Hospital Coimbatore,Coimbatore,"ESI Hospital, Coimbatore",959713706,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131379018-9ydrt,Ganga Medical Centre and Hospitals Private Ltd Blood Centre,Coimbatore,"313, Mettupalayam Road, Coimbatore",7845002809,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131380227-cc13q,Royal Care Super Speciality Hospital Limited,Coimbatore,"S.F. No.554/3, Second Floor North Wing, LT Road, Neelambur, Coimbatore",9843017817,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131381348-jis6e,KR Blood Centre,Coimbatore,"93F, Ground Floor, Mettupalayam Road, Periyanaickenpalayam, Coimbatore",8903232200,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131382610-3nwor,Kovai Medical Centre And Hospital Blood Centre,Coimbatore,"99, Avinashi Road, Coimbatore",4224324817,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131383875-5cmyq,Sree Abirami Hospital (P) Ltd.,Coimbatore,"33, Madukkarai Road, Sundarapuram, Coimbatore",9894081258,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131384706-7jx8h,Lions District B Blood Bank,Coimbatore,"Old No.472/1, New No.30, Ground First Floor, Ponnay Street, Coimbatore",9843053255,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131385904-b01ws,Government Coimbatore Medical College And Hospital,Coimbatore,"Trichy Road, Gopalapuram, Coimbatore",9940110231,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131386571-7qus9,PSG Hospitals,Coimbatore,"PSG Hospitals, Avinashi Road, Peelamedu, Coimbatore",9843909633,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131389668-4r92s,Government District Headquarters Hospital Pollachi,Coimbatore,"NH 209, Udumalai Road, Pollachi",9942486422,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131390258-y0k5c,Covai Regional Blood Centre,Coimbatore,"No.109, Swathi Courts, First Floor, Kattoor Street, Pappanaicken Palayam, Coimbatore",8838607155,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131391246-ubgsf,Government Hospital Mettupalayam,Coimbatore,"120, Coimbatore-Ooty-Gundlupet Highway, Mahadevapuram, Mettupalayam",9500602811,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131391998-7bdum,The Coimbatore Biomedical Services Blood Centre,Coimbatore,"174 Bhasyakarulu Road, Opp Maruthi Theatre/Ideal Store, R.S. Puram North, Coimbatore - 641002",7708670889,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131392804-w44vy,Royal Blood Centre (Run by Royal Medical Trust),Kanniyakumari,"No.40/2, 197 PWD Office Road, Peria Nadar Street, Nagerkoil, Kanyakumari",,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131394348-clsw1,Vivek Blood Centre,Kanniyakumari,"No.253, K/1B, K.P. Road, Nagercoil, Kanyakumari",9843133308,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131395782-v6okx,Dr. Jayasekaran Medical Trust And Nursing Home,Kanniyakumari,"No.253, G.K.P. Road, Nagercoil, Kanyakumari",7042083181,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131396862-ksfrm,Marthandam Voluntary Blood Centre,Kanniyakumari,"2/64, AIFB Hospital Building, Junction Main Road, Marthandam, Kanyakumari",9787134481,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131397661-voi1f,Sree Mookambika Institute Medical Science Blood Centre,Kanniyakumari,"14-9C 15, 1st Floor, Medical College Hospital Building, Kulasekaram, Kanyakumari",9443131211,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131398679-vrzti,Lords Blood Centre (Run by Lucphil Medical Educational and Charitable Trust),Kanniyakumari,"17-149B, First Floor, Aloor Road, Chunkankadai, Nagercoil, Kanyakumari",9894476132,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131399263-43yco,Government Medical College Hospital Kanyakumari,Kanniyakumari,"Kanyakumari Government Medical College Hospital, Asaripallam, Administrative Block, Nagercoil, Kanyakumari",04652 23694,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131400265-ctq9n,"Government Head Quarters Hospital, Padmanabhapuram",Kanniyakumari,"NH 66, Thuckalay, Padmanabhapuram, Kanyakumari",9443422487,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131400873-vghl3,Kanyakumari Medical Mission Research Centre and Hospitals (Run by St. Alphonsa Trust),Kanniyakumari,"No.7/1081, Ground Floor, St. Devasahayam Nagar, Muttom, Nagercoil, Kanyakumari",,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131401815-8dpmr,Kanyakumari Medical Mission C.S.I Hospital,Kanniyakumari,"Neyyoor, Kanyakumari",9442760606,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131402435-1ybcy,Siventhi Blood Centre (Siventhi Medical Trust),Kanniyakumari,"1/1-344-A, M.S. Road, Nagarkovil, Kanyakumari",9842935275,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131403430-pdiof,Naruvi Hospitals Blood Bank,Vellore,"Collector Office Road, Chennai-Bangalore National Highway, Vellore",8754047780,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131404473-vebyx,Sri Narayani Hospital And Research Centre,Vellore,"Tirumalaikodi, Vellore",9751759989,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131405648-aqlcb,Government Vellore Medical College And Hospital,Vellore,"Arni Road/Arani Road, Opposite Staff Quarters, Adukkamparai, Vellore",8838481394,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
bb-1785131406572-r95fn,Christian Medical College Hospital (CMC Vellore),Vellore,"Department of Transfusion Medicine, IDA Scudder Road, CMC Vellore",4162282641,"A+,A-,B+,B-,O+,O-,AB+,AB-",,,2026-07-27T05:49:05.062Z,2026-07-27T05:49:05.062Z
